Fecha;Comprobante;Proveedor;Descripcion producto;Importe;Moneda;Gerencia;Tipocompra
10/2/2022;OC-00011003;MARMAQ Revisión Técnica Jurisdicción Nacional;AD072JD - REVISION TECNICA VEHICULAR POR UN AÑO -BENAVIDEZ-PEUGEOT PARTNER FURGON CONFORT 1.6 2P 5 PAX--2018-8AEGC9HPAJG530402-;$ 8.900,00;Pesos;Subgerencia de Servicios Corporativos y Logistica;
10/2/2022;OC-00011004;PICHETTI S.A.;AD803LT - provision de lampara reglamentaria detectada durante service 70000 km - Pergamino-TOYOTA HILUX 4X4 C/S DX 2.4 TDI 6 M/T--2019-8AJFB8CBXL1559195-GARANTIA;$ 3.861,13;Pesos;Subgerencia de Servicios Corporativos y Logistica;
10/2/2022;OC-00011006;AGUAS S.R.L;Reparación Robot Dolphing S200;$ 9.566,76;Pesos;Subgerencia de Servicios Corporativos y Logistica;
11/2/2022;OC-00011008;AUTOTEC S.R.L.;LTA674 - PROVISION Y REEMPLAZO AMORTIGUADORES DELANTEROS Y TRASEROS, CAZOLETAS, ALINEACION Y BALANCEO CON MANO DE OBRA - NEUQUEN -TOYOTA HILUX L/12 2.5 DC 4x4 T--2012-8AJFR22G5C4557553-;$ 87.270,04;Pesos;Subgerencia de Servicios Corporativos y Logistica;Compras Menores
11/2/2022;OC-00011010;C&F CONSULTORES ASOCIADOS;Soporte Asesoría Contable Impositiva;$ 3.712.500,00;Pesos;Gerencia de Administracion y Finanzas;Contratacion directa - Inciso B
11/2/2022;OC-00011011;LOPEZ MARANDO, EMILIANO EZEQUIEL;150 kits modelo condor II;$ 727.500,00;Pesos;Gerencia de Relaciones Institucionales;Contratacion directa - Inciso B
11/2/2022;OC-00011012;La Esquina del Neumatico S.A.;NQY798 - alineacion y balanceo (5 llantast) de SUV - benavidez;$ 6.950,00;Pesos;Subgerencia de Servicios Corporativos y Logistica;
11/2/2022;OC-00011013;ARIAS GASTON AUGUSTO;Zunchos para depósito - hebillas 13/16/19 mm x 5kg + flejes de plástico 13/16/19 mm x 5kg;$ 15.850,00;Pesos;Subgerencia de Servicios Corporativos y Logistica;
11/2/2022;OC-00011014;AGUAS S.R.L;Reparación 2do Robot Dolphing S200;$ 9.566,76;Pesos;Subgerencia de Servicios Corporativos y Logistica;
14/2/2022;OC-00011019;Enrique Ismael Tejedor;Reparación de cañería de agua frente al edificio técnico de la ETB;$ 67.760,00;Pesos;Subgerencia de Servicios Corporativos y Logistica;Contratacion directa - Inciso I
14/2/2022;OC-00011016;Planex S.A.;Reparación de Fusionadora Fujikura 70S GO Cordoba;$ 544,50;Dólares;Gerencia de Operaciones Terrestres;Compras Menores
14/2/2022;OC-00011017;BANCHIK AUTOMOTORES SA;AB263RJ - Desarmado y armado de selectora por haberse trabado los cambios se verifica estado de los componentes - Concepcion ER -FORD RANGER DC 4x4 XL 2.2L D--2017-8AFAR23J2HJ007301-GARANTIA;$ 16.800,00;Pesos;Subgerencia de Servicios Corporativos y Logistica;
14/2/2022;OC-00011018;AVENUE S.A.;AD027DX - Desarmado y armado de rueda con desgaste en tuerca antirrobo y reparacion de la misma -  S. Fco CBA-PEUGEOT PARTNER FURGON CONFORT 1.6 2P-708414 111509 113 08-2018-8AEGC9HPAJG530388-;$ 4.500,00;Pesos;Subgerencia de Servicios Corporativos y Logistica;
15/2/2022;OC-00011022;NATION SA;AD072IA - Service 90.000 Km incluye distribucion completa (con bomba de agua) + Rotacion alineacion y balanceo - Santa Fe-PEUGEOT PARTNER FURGON CONFORT 1.6 2P-708414 111509 110 01-2018-8AEGC9HPAJG530207-;$ 75.216,00;Pesos;Subgerencia de Servicios Corporativos y Logistica;Compras Menores
15/2/2022;OC-00011023;LUMA S.A.;AC856ZB - Provision y sustitucion (mano de obra) de Correa Poly V, polea alternador, polea fija correa accesorios grande y polea fija correa acc chica -  S F V CATAMARCA-CHEVROLET S10 2.8TD 4X4 DC LT L17--2018-9BG148FK0JC446463-;$ 43.681,00;Pesos;Subgerencia de Servicios Corporativos y Logistica;Compras Menores
15/2/2022;OC-00011024;FUNDACION ARGENTINA PARA LA PROMOCION DE INVERSIONES Y COMERCIO INTERNACIONAL;SATELLITE SHOW 2022;$ 4.166,00;Dólares;Gerencia de Relaciones Institucionales;Contratacion directa - Inciso B
16/2/2022;OC-00011026;TECNORED CHILE SPA;Ampliación y Actualización de la Red de Agregación Multiservicios IP - Servicios;$ 2.880.000,00;Dólares;Gerencia de Operaciones Terrestres;Concurso Especifico por Invitacion
16/2/2022;OC-00011029;GRUPO 24 S.A;RASTREADORES RHINO COMPATIBLES CON LA PLATAFORMA ACTUAL SOFTGUARD;$ 2.970,00;Dólares;Subgerencia de Servicios Corporativos y Logistica;Contratacion directa - Inciso B
16/2/2022;OC-00011030;MEDIA TRADERS S.A.;Ploteo para camionetas;$ 629.100,00;Pesos;Gerencia de Relaciones Institucionales;Compras Menores
16/2/2022;OC-00011031;CANEPA JORGE LUIS ( NEUMATICOS DEL VALLE );AC856ZC- Rotacion alineacion y balanceo realizado 7/2/2022- Catamarca-CHEVROLET S10 2.8TD 4X4 DC LT L17--2018-9BG148FK0JC447153-;$ 5.100,00;Pesos;Subgerencia de Servicios Corporativos y Logistica;
16/2/2022;OC-00011027;INDUGAR SRL;Recuplast Frentes Blanco ;$ 44.430,00;Pesos;Subgerencia de Servicios Corporativos y Logistica;
16/2/2022;OC-00011028;ATLAS SISTEMAS DE COMUNICACIONES I S.A.;Motor Trifasico 2 hp;$ 21.538,00;Pesos;Subgerencia de Servicios Corporativos y Logistica;
17/2/2022;OC-00011040;LEMONDATA SA;Implementación;$ 30.637.200,00;Pesos;Gerencia de Compras y Contrataciones;Contratacion directa - Inciso I
17/2/2022;OC-00011034;ARCASTI DANIEL GUSTAVO;CAJAS DE CARTON 70X50X50: 300 UNIDADES;$ 79.134,00;Pesos;Subgerencia de Servicios Corporativos y Logistica;Compras Menores
17/2/2022;OC-00011038;SERVICIOS DE TRANSMISION DE DATOS TRANSDATOS S A;RepDef tramo Sauce Viejo Santa Fe-Tareas: 3 reparaciones aéreas y una enterrada en Sta Fe: S.Viejo instal y desmo de 5 postess + tendido y desmon. De 450mts FO 24 + nivelacipon y apisonado de 4 postes + empalme y medicipon de 24 FO-Coronda: retensado de FO de 140mts- Barrancas: Instal y demos de 1 poste + apertura, rutinado y cierre de 2 cámaras + tendido de 1300 mts FO + empalme y mediciones de 24 FO- Sta Fe: apertura, rutinado y cierre de 2 cámaras + instal y prov de hito y ball marker + empalme y medicones de 48 pelos de FO;$ 1.197.739,62;Pesos;Gerencia de Operaciones Terrestres;Compras Menores
17/2/2022;OC-00011032;Conectica Industrial SRL - Conectica;cable Interlock IEC C-07 inyectado a IEC C-14  inyectado - 1,8 mts de largo como mínimo aceptable.;$ 177,00;Dólares;Subgerencia de Servicios Corporativos y Logistica;Compras Menores
17/2/2022;OC-00011035;Nacion Seguros S.A.;INTERES ASEGURABLE: 7 SHELTERS;$ 172,65;Dólares;Subgerencia de Servicios Corporativos y Logistica;
17/2/2022;OC-00011036;Bono Neumaticos SA;AC787ON - Lub anticorr rojo 4l + 2l lub 10 w40 + 1 hora mo trabajos realizados 10/9/2021  - Ceres-CHEVROLET S10 2.8TD 4X4 DC LT L17--2018-9BG148FK0JC447140-;$ 6.373,00;Pesos;Subgerencia de Servicios Corporativos y Logistica;
17/2/2022;OC-00011037;CANEPA JORGE LUIS ( NEUMATICOS DEL VALLE );AB263RL - Sustitucion urgente pastillas freno + alineacion +balanceo con mano de obra trabajos ya realizados 27/12/2021 - Santiago del Estero-FORD RANGER DC 4x4 XL 2.2L D--2017-8AFAR23J2HJ007296-;$ 16.250,00;Pesos;Subgerencia de Servicios Corporativos y Logistica;
18/2/2022;OC-00011041;FABE BUS S.A.;TRASLADO A TECNOPOLIS;$ 9.559,00;Pesos;Gerencia de Relaciones Institucionales;
21/2/2022;OC-00011046;Bono Neumaticos SA;AC787ON - SERVICE 210000 KM + ALIN ROT Y BAL + LAVADO INTEGRAL + ENGRASADO BAJO CHASIS + REVISION FRENO DE MANO  - CERES, SANTA F-CHEVROLET S10 2.8TD 4X4 DC LT L17--2018-9BG148FK0JC447140-;$ 36.630,30;Pesos;Subgerencia de Servicios Corporativos y Logistica;Compras Menores
21/2/2022;OC-00011042;PUSSETTO SALTA SA;AB973TV - ESCANEO ELECTRONICO X FALLA - ORAN, SALTA-FORD RANGER DC 4x4 XL 2.2L D--2017-8AFAR23K1JJ046671-;$ 5.000,00;Pesos;Subgerencia de Servicios Corporativos y Logistica;
21/2/2022;OC-00011043;MARMAQ Revisión Técnica Jurisdicción Nacional;VERIFICACION TECNICA VEHICULAR OBLIGATORIA;$ 8.900,00;Pesos;Subgerencia de Servicios Corporativos y Logistica;
21/2/2022;OC-00011044;MEDIA TRADERS S.A.;23 remeras;$ 48.300,00;Pesos;Gerencia de Relaciones Institucionales;
21/2/2022;OC-00011045;CANEPA JORGE LUIS ( NEUMATICOS DEL VALLE );AB263RP - ALINEACION ROT  Y BAL (ABONADO X FONDOFIJO)  - AÑATUYA-FORD RANGER DC 4x4 XL 2.2L D--2017-8AFAR23JXHJ007286-;$ 3.500,00;Pesos;Subgerencia de Servicios Corporativos y Logistica;
22/2/2022;OC-00011049;Martinez Neumaticos S.R.L. - Martinez Neumaticos;LZH626 - ALIN ROT Y BAL + ARMADO Y DESARME - SALTA-TOYOTA HILUX 4x4 CABINA DOBLE DX PACK 2.5 TDI--2012-8AJFR22G3D4563465-;$ 6.100,00;Pesos;Subgerencia de Servicios Corporativos y Logistica;
22/2/2022;OC-00011051;GRUPO TAM  SRL;Libro de Actas;$ 5.227,90;Pesos;Subgerencia de Servicios Corporativos y Logistica;
23/2/2022;OC-00011059;Espacios Norte S.A.;Alquiler espacio comprendido en Adenda 1 - 2.800 m2 de superficie cubierta y 1.800 posiciones de racks - por 24 meses;$ 505.760,64;Dólares;Subgerencia de Servicios Corporativos y Logistica;Contratacion directa - Inciso M
23/2/2022;OC-00011057;TERASAT SA;Bateria 12V GEL;$ 202,07;Dólares;Subgerencia de Servicios Corporativos y Logistica;
23/2/2022;OC-00011056;LUMA S.A.;AC856ZB - PROVISION Y REEMPLAZO DE CORREA DENTADA Y TENSORES - CATAMARCA-CHEVROLET S10 2.8TD 4X4 DC LT L17--2018-9BG148FK0JC446463-;$ 19.699,00;Pesos;Subgerencia de Servicios Corporativos y Logistica;
23/2/2022;OC-00011058;AUTOELEVADORES DEL SUR SRL;Cambio de las dos cubiertas delanteras autoelevador Clark del depósito de Logística;$ 42.028,14;Pesos;Subgerencia de Servicios Corporativos y Logistica;
24/2/2022;OC-00011063;CONCIBE SRL;Obra Oficinas nuevas Edificio Técnico, en la Estación Terrena Benavídez;$ 28.122.395,00;Pesos;Subgerencia de Servicios Corporativos y Logistica;Contratacion directa - Inciso J
24/2/2022;OC-00011062;FABRICA DE BANDERAS SRL Antiguo Casa Cesto;BANDERA TURCA Y BANDERA BONARENSE;$ 3.480,00;Pesos;Gerencia de Relaciones Institucionales;
25/2/2022;OC-00011066;MAZZOLA, NICOLAS;Fabricación, entrega y colocación de ploteo temático para mejorar la pared del pasillo de la Gerencia de Servicios Espaciales;$ 69.800,00;Pesos;Subgerencia de Servicios Corporativos y Logistica;Compras Menores
25/2/2022;OC-00011067;PARIS AUTOS S.A.;AD072IF - ESPEJO RETROVISOR DR + BATERIA + ESCOBILLA LIM PARAB + LAMPARAS + LIQUIDO LAVACRISTAL - SAN LUIS-PEUGEOT PARTNER FURGON CONFORT 1.6 2P-708414 111509 117 04-2018-8AEGC9HPAJG530401-;$ 73.211,21;Pesos;Subgerencia de Servicios Corporativos y Logistica;Compras Menores
25/2/2022;OC-00011068;Line Up SA;AD803LV - Service 70.000 km con reposision de ambas escobillas limpiaparabrisas- Tucuman-TOYOTA HILUX 4X4 C/S DX 2.4 TDI 6 M/T--2019-8AJFB8CB4L1559211-GARANTIA;$ 35.146,95;Pesos;Subgerencia de Servicios Corporativos y Logistica;Contratacion directa - Inciso F
25/2/2022;OC-00011070;MI Taller  AGAFONOV IVAN;AC787OY - Service 130.000 km + rotacion alineacion y balanceo + rep frenos traseros +revision elasticos y tren delantero - Rio Gallegos-CHEVROLET S10 2.8TD 4X4 DC LT L17--2018-9BG148FK0JC446585-;$ 94.380,00;Pesos;Subgerencia de Servicios Corporativos y Logistica;Compras Menores
25/2/2022;OC-00011071;CHARTIER MIRTA SUSANA - BONAVIA NEUMATICOS;LEU455 - Reparacion Valv EGR + limp circ admision+juntasvalv/cuerpo mariposa juego + mano de obra - Cordoba-RENAULT MASTER PH3 DCI 120 L--2012-93YADC1D6CJ164474-;$ 59.200,00;Pesos;Subgerencia de Servicios Corporativos y Logistica;Compras Menores
25/2/2022;OC-00011065;Mario Alberto Delcausse (Taller LA);AB263RJ - REPOSICION DE 2 LAMPARAS DE BAJA + ESCANEO REPROGRAMACION - GUALEGUAYCHU-FORD RANGER DC 4x4 XL 2.2L D--2017-8AFAR23J2HJ007301-GARANTIA;$ 10.179,00;Pesos;Subgerencia de Servicios Corporativos y Logistica;
2/3/2022;OC-00011072;Multifilter SRL;24X24X4 PLIZADOS DE MEDIA EFICIENCIA;$ 617,05;Dólares;Subgerencia de Servicios Corporativos y Logistica;Compras Menores
3/3/2022;OC-00011073;Planex S.A.;Reparación de Cortadora de FO Fujikura CT-06 , serie 40731 para reposición de stock;$ 181,50;Dólares;Gerencia de Operaciones Terrestres;Compras Menores
3/3/2022;OC-00011074;ROAS S.A.C.I.F.;AB973TP - RECAMBIO DE BATERIA X AGOTAMIENTO - AZUL-FORD RANGER DC 4x4 XL 2.2L D--2017-8AFAR23K3JJ046669-GARANTIA;$ 20.227,00;Pesos;Subgerencia de Servicios Corporativos y Logistica;
3/3/2022;OC-00011076;Nacion Seguros S.A.;SEGURO PARA 300 PERSONAS EN TECNOPOLIS;$ 36.877,50;Pesos;Gerencia de Relaciones Institucionales;
4/3/2022;OC-00011078;G7 SOLUCIONES INTEGRALES S.R.L;Redet.1 / OC-00010467;$ 20.768.377,62;Pesos;Subgerencia de Servicios Corporativos y Logistica;Licitacion Publica Nacional
4/3/2022;OC-00011080;ORMELLO CRISTINA BEATRIZ - VIDRIERIA SAN JORGE;Ampiliacion OC;$ 89.000,00;Pesos;Subgerencia de Servicios Corporativos y Logistica;Compras Menores
4/3/2022;OC-00011079;ELECTRO UNIVERSO - PLIN METAL S.A.;DEST. PERILLERO;$ 307,05;Dólares;Gerencia de Operaciones Terrestres;Contratacion directa - Inciso A
4/3/2022;OC-00011077;SUPERMERCADOS MAYORISTAS YAGUAR SA ;Te Manzanilla, boldo, hierbas y verde;$ 29.440,62;Pesos;Subgerencia de Servicios Corporativos y Logistica;
7/3/2022;OC-00011088;SERVICIOS DE TRANSMISION DE DATOS TRANSDATOS S A;Reparación en el tramo Rafaela Sunchales consiste en 4 reparaciones , tareas a realizar:  apertura, rutinado y cierre de 9 cámaras + tendido de 3150 mts FO + Desmonte de 3000mts + empalme y mediciones de FO 192 unid + instal y prov de hito y ball marker  3 unid C/U + prov e instal de 2 cámras de empalme + reparaciones de tritubo existente por 92 mts;$ 2.261.537,46;Pesos;Gerencia de Operaciones Terrestres;Compras Menores
7/3/2022;OC-00011089;Gonzalez Automoviles SA;AC787OP - Distribucion completa + discos delanteros + pastillas de freno delanteros  todo con mano de obra incluido - Posadas-CHEVROLET S10 2.8TD 4X4 DC LT L17--2018-9BG148FK0JC447062-;$ 153.591,02;Pesos;Subgerencia de Servicios Corporativos y Logistica;Compras Menores
7/3/2022;OC-00011082;Nacion Seguros S.A.;poliza;$ 147.197,69;Pesos;Gerencia de Administracion y Finanzas;Contratacion directa - Inciso K
7/3/2022;OC-00011083;GRUPO TAM  SRL;CUADERNO CON ESPIRAL AVON/AMERICA 84 HOJAS 22 X29 RAYADO;$ 109.385,00;Pesos;Subgerencia de Servicios Corporativos y Logistica;Compras Menores
7/3/2022;OC-00011084;MELINO, MARIA CELESTE;AC787OK - Alquiler de cochera CUARTO TRIMESTRE;$ 18.000,00;Pesos;Subgerencia de Servicios Corporativos y Logistica;Contratacion directa - Inciso B
7/3/2022;OC-00011086;AUTOTEC S.R.L.;LTA674 - Reparacion de frenos traseros cintas y campanas nuevas con mano de obra - Chos malal-TOYOTA HILUX L/12 2.5 DC 4x4 T--2012-8AJFR22G5C4557553-;$ 50.440,00;Pesos;Subgerencia de Servicios Corporativos y Logistica;Compras Menores
7/3/2022;OC-00011085;LUBOKS SAS;pintura protectora ;$ 551,76;Dólares;Gerencia de Operaciones Terrestres;Compras Menores
7/3/2022;OC-00011093;E-INTRA SRL;Provisión e instalación de componentes de tablero eléctrico  (PLC programado con software original de la planta depuradora BAWTSA y Fuente de alimentación de la misma);$ 1.061,17;Dólares;Subgerencia de Servicios Corporativos y Logistica;Compras Menores
7/3/2022;OC-00011087;VES HNOS SRL;AD072IE - PROVISION Y REEMPLAZO DE TAPA DE FILTRO DE GASOIL + SOPORTE TACO DE MOTOR - GUALEGUAYCHU-PEUGEOT PARTNER FURGON CONFORT 1.6 2P-708414 111509 109 04-2018-8AEGC9HPAJG529622-;$ 12.500,00;Pesos;Subgerencia de Servicios Corporativos y Logistica;
7/3/2022;OC-00011090;La Esquina del Neumatico S.A.;AC181VM - ALIN ROT Y BAL + ARME Y DESARME;$ 8.040,00;Pesos;Subgerencia de Servicios Corporativos y Logistica;
8/3/2022;OC-00011107;TESAM Argentina SA;Servicio  nuevo 600min (50' mes) 4 Teléfonos Iridum PTT ;$ 8.760,48;Dólares;Gerencia de Operaciones Terrestres;Compras Menores
8/3/2022;OC-00011095;REX INDUSTRIAS SRL (CABINAS REX );ALQUILER DE CABINAS DE SEGURIDAD PARA DEP PACHECO;$ 397.848,00;Pesos;Subgerencia de Servicios Corporativos y Logistica;Compras Menores
8/3/2022;OC-00011097;Sisal SA;Mantenimiento Preventivo puntos Wi Fi - Chubut;$ 788.500,00;Pesos;Gerencia Comercial;Contratacion directa - Inciso I
8/3/2022;OC-00011098;GMTA Consulting SA;Mantenimiento Preventivo puntos Wi Fi - CABA;$ 1.323.000,00;Pesos;Gerencia Comercial;Contratacion directa - Inciso I
8/3/2022;OC-00011099;ELECTROMONTAJES DEL LITORAL S.A.;Reparación en el tramo Tucumán Acheral consiste en 6 reparaciones , tareas a realizar:  apertura, rutinado y cierre de 24 cámaras + tendido de 6100 mts FO + Desmonte de 6000mts + empalme y mediciones de FO 672 unid + instal y prov de hito y ball marker 1 unid C/U + prov e instal de 1 cámras de empalme + rep. de tritubo exist por 90 mts + tunelera dirigida 150 mts c/prov de tritubo;$ 9.400.310,00;Pesos;Gerencia de Operaciones Terrestres;Contratacion directa - Inciso A
8/3/2022;OC-00011100;TECNIC AMS GROUP SA;Mantenimiento Preventivo puntos Wi Fi - Catamarca;$ 1.314.000,00;Pesos;Gerencia Comercial;Contratacion directa - Inciso I
8/3/2022;OC-00011101;ELECTROMONTAJES DEL LITORAL S.A.;Rep.def-Baradero-SNicolasProvBsAs-Tareas a realizar:reparación de 5 Eventos con reparaciones y profundización de cañería exixt + tendido y desmonte de FO + Instal y prov de cámara nvas + tunelera dirigida + para instal de tritubo nvo + empalmes + mediciones ópticas;$ 4.039.540,00;Pesos;Gerencia de Operaciones Terrestres;Contratacion directa - Inciso A
8/3/2022;OC-00011103;DIGITAL MED S.A.;Ampliación de OC10414 - Cambio de Cámaras y Construcción de Cámara Frontera Óptica prov. De Córdoba;$ 9.151.429,50;Pesos;Gerencia de Operaciones Terrestres;Contratacion directa - Inciso B
8/3/2022;OC-00011108;YURREBASO DIESEL S.A.;Reparación de bomba inyectora 3230F582T;$ 122.000,00;Pesos;Gerencia de Operaciones Terrestres;Compras Menores
8/3/2022;OC-00011109;MF CONSTRUCCIONES ELECTROMECANICAS SA;REPARACIÓN DEL CERCO PERIMETRAL, CORRALES DE ANCLAJES Y REPOSICIÓN DE PUESTA A TIERRA EDT RESISTENCIA;$ 1.880.000,00;Pesos;Subgerencia de Servicios Corporativos y Logistica;Compras Menores
8/3/2022;OC-00011110;PUSSETTO SALTA SA;AB973TV - SERVICIO DE MANTENIMIENTO LIMPIEZA DE FILTRO DE PARTICULAS - ORAN, SALTA-FORD RANGER DC 4x4 XL 2.2L D--2017-8AFAR23K1JJ046671-;$ 58.310,00;Pesos;Subgerencia de Servicios Corporativos y Logistica;Contratacion directa - Inciso I
8/3/2022;OC-00011094;MOTORES ELECTROMECANICA ATLAS S.A.;Motor Trifasico 2 hp;$ 21.538,00;Pesos;Subgerencia de Servicios Corporativos y Logistica;
9/3/2022;OC-00011111;DESTEFANO NORA EDITH - NEUMATICOS CENTRO;026115 245/65R17-RR A/T SERIE 4-FATE;$ 313.840,00;Pesos;Subgerencia de Servicios Corporativos y Logistica;Compras Menores
9/3/2022;OC-00011112;BORIGEN BETZEL SRL;AC787OZ - POLEA INTERM BANDA + SOPORTE + POLEA CORREA + CORREA ALTERNADOR + ASPA VENTILADOR + EMBRAGUE ASPA VENTILADOR + AMORT TRAS+KIT ZAPATA FRENO TR - HUMAUACA-CHEVROLET S10 2.8TD 4X4 DC LT L17--2018-9BG148FK0JC446749-;$ 260.458,72;Pesos;Subgerencia de Servicios Corporativos y Logistica;Compras Menores
9/3/2022;OC-00011114;International Health Services Argentina S.A ;Servicio de Ambulancia, Emergencias - Área Protegida. Por el lapso de 12 meses. Todo según Pliego de Especificaciones adjunto.;$ 18.270,00;Pesos;Subgerencia de RRHH y RSE;Compras Menores
9/3/2022;OC-00011115;CODINO VIVIANA S;AD888WE - ALQUILER DE COCHERA POR 2 MESES - CABA-TOYOTA INNOVA SR 2.7 6 A/T 8A--2019-MHFCX8EM3K0112396-GARANTIA;$ 16.000,00;Pesos;Subgerencia de Servicios Corporativos y Logistica;
10/3/2022;OC-00011121;INSIGNIA TALENTO SAS;Servicio de Consultoría para búsqueda de Ingeniero Responsable de Calidad;$ 830.000,00;Pesos;Subgerencia de RRHH y RSE;Contratacion directa - Inciso M
10/3/2022;OC-00011120;AMETEK CTS US;NSG 437 -AUTO-US (P/N 401-777)- NSG-AUTO-US-ACC (P/N 401-777- ACC- EAS 30-0.8m P/N 1004098;$ 17.758,00;Dólares;Gerencia de Administracion y Finanzas;Contratacion directa - Inciso B
10/3/2022;OC-00011122;Comercial CMP S.A.;Reforma oficina ;$ 16.371,53;Pesos;Subgerencia de Servicios Corporativos y Logistica;
10/3/2022;OC-00011123;ARQSEC SRL;Reforma Oficina Institucionales;$ 18.711,91;Pesos;Subgerencia de Servicios Corporativos y Logistica;
10/3/2022;OC-00011118;ECOBAT S.R.L;Baño quimico ENERO/FEBRERO/MARZO;$ 27.225,00;Pesos;Subgerencia de Servicios Corporativos y Logistica;
10/3/2022;OC-00011119;Gerardo Rascovan Lorenzotool ;CINTA FRAGIL;$ 30.024,00;Pesos;Subgerencia de Servicios Corporativos y Logistica;
11/3/2022;OC-00011124;D-K KOMUR;canaletas y desagües para el edificio Administrativo 2 de la ETB;$ 718.988,55;Pesos;Subgerencia de Servicios Corporativos y Logistica;Contratacion directa - Inciso A
11/3/2022;OC-00011125;LOGISTICS GP CORP.;flete internacional OC 9476;$ 147.413,27;Dólares;Gerencia de Administracion y Finanzas;
14/3/2022;OC-00011132;Nacion Seguros S.A.;Seguro por traslado de mercaderias entre depositos;$ 4.000,00;Dólares;Subgerencia de Servicios Corporativos y Logistica;Contratacion directa - Inciso K
14/3/2022;OC-00011130;SABORIDO BATTAGLIA, ALEJANDRO MARIO;Servicio de Consultoría para búsqueda de Ingeniero Senior de Administración de HUB;$ 670.000,00;Pesos;Subgerencia de RRHH y RSE;Contratacion directa - Inciso M
14/3/2022;OC-00011135;Harmonic International AG;"SCTC-5 - Consultancy and training, up to 10 days total (2 modules of 5 days).  Services may include: expertise in the setup, test and operation of the products purchased from Harmonic..  Service Description Document available at:  https://harmonicinc.box.com/v/SDDoc-SCTC-5.	TNG-ELEARNING - Access to online training available on Harmonic University, Harmonic's Learning Management System for customers and partners.";$ 19.000,00;Dólares;Subgerencia de Servicios de Transporte Audiovisual y Satelitales;Contratacion directa - Inciso B
14/3/2022;OC-00011133;Nacion Seguros S.A.;Seguro de Responsabilidad Civil Comprensiva de deposito de San Fernando;$ 4.240,00;Dólares;Subgerencia de Servicios Corporativos y Logistica;Contratacion directa - Inciso K
14/3/2022;OC-00011126;VES HNOS SRL;AD072IE - PROVISION Y REEMPLAZO DE AMORTIGUADORES DELANTEROS - GUALEGUAYCHU-PEUGEOT PARTNER FURGON CONFORT 1.6 2P-708414 111509 109 04-2018-8AEGC9HPAJG529622-;$ 65.160,00;Pesos;Subgerencia de Servicios Corporativos y Logistica;Compras Menores
14/3/2022;OC-00011127;AGUIL JORGE SALOMON;MHV093 - REEMPLAZO DE JUEGO DE CABLES DE FRENO DE MANO +  REGULACION DE FRENOS TRASEROS - SAN JUAN-VW AMAROK 2.0 TD 4x4 DC HIGH 180 HP--2013-8AWDD42HOCA048072-;$ 35.800,00;Pesos;Subgerencia de Servicios Corporativos y Logistica;
14/3/2022;OC-00011128;AGUIL JORGE SALOMON;AD027DU - CAMBIO DE JUEGOS DE PASTILLAS DE FRENO Y REPARACION DE LUCES - SAN JUAN-PEUGEOT PARTNER FURGON CONFORT 1.6 2P-708414 111509 116 05-2018-8AEGC9HPAJG530398-;$ 12.000,00;Pesos;Subgerencia de Servicios Corporativos y Logistica;
15/3/2022;OC-00011137;NAVARRO, JORGE OMAR;Asistencia civil - retro excavadora - SS - 457169 - ROSARIO;$ 72.600,00;Pesos;Gerencia de Operaciones Terrestres;Contratacion directa - Inciso I
15/3/2022;OC-00011138;Carlos Vicente De Chiara  Taller Carlitos;AD404BU - SERVICE 40000 KM (URGENTE X VIAJE) - BENAVIDEZ-FORD F-4000D 4X4 CHASIS C/CABINA--2019-9BFLF49P4KB016542-;$ 23.000,00;Pesos;Subgerencia de Servicios Corporativos y Logistica;Compras Menores
15/3/2022;OC-00011139;B4 HOLDING SRL;"Reparación Provisoria A° Los Pozos: instalar monotubo por 10 mts + tendido aéreo de 180 mts de FO+ instalar 4 postes + 6 riendas + suministro de todos los herrajes + 2 rudas de ganancia + retensado del ramal + empalme de 96 FO+ apertura, rutinado y cierre de una cámara exist + instal de una cámara nueva +hito y Ball Marker			";$ 910.458,00;Pesos;Gerencia de Operaciones Terrestres;Compras Menores
15/3/2022;OC-00011140;Carlos Vicente De Chiara  Taller Carlitos;AD404BT - SERVICE 50000 KM (urgente x viaje) - BENAVIDEZ-FORD F-4000D 4X4 CHASIS C/CABINA--2019-9BFLF49P0KB016540-;$ 23.000,00;Pesos;Subgerencia de Servicios Corporativos y Logistica;Compras Menores
15/3/2022;OC-00011141;MUÑOZ HECTOR ARIEL;Estudio de factibilidad, cálculo y diseño de estructura para antena en Edificio Técnico, ETB;$ 470.000,00;Pesos;Subgerencia de Servicios Corporativos y Logistica;Compras Menores
15/3/2022;OC-00011142;TREOS NORTE SA;AD888WE - SERVICE 100000 KM + ALIN ROT Y BAL (URGENTE USO DIRECTIVOS) - BENAVIDEZ -TOYOTA INNOVA SR 2.7 6 A/T 8A--2019-MHFCX8EM3K0112396-GARANTIA;$ 29.400,00;Pesos;Subgerencia de Servicios Corporativos y Logistica;Compras Menores
15/3/2022;OC-00011143;Nacion Seguros S.A.;Seguro contra incendio deposito San Fernando;$ 13.628,00;Dólares;Subgerencia de Servicios Corporativos y Logistica;Contratacion directa - Inciso K
16/3/2022;OC-00011145;INVAP S.E.;Servicios relacionados al traslado del modelo de ingeniería (PEEM) a la estación de Benavídez;$ 178.647,11;Pesos;;Contratacion directa - Inciso K
